A 100 mH coil carries a current of 1 A then energy stored in it will be,,Physics,Electromagnetism,Inductance,1,Easy,0.5 J,,1 J,,0.05 J,,0.1 J,,4
The ratio of longest wavelength and shortest wavelength in the Lyman series of emission spectrum of hydrogen atom is,,Physics,Modern Physics,Hydrogen Spectrum,1,Medium,4/3,,525/376,,25:1,,900/11,,3
Which of these orbitals is of highest energy?,,Chemistry,Atomic Structure,Orbitals,1,Easy,3d,,4p,,5s,,all equal,,3
Which of these has highest electronegativity?,,Chemistry,Periodic Table,Periodic Properties,1,Easy,Fe,,Fe⁺,,Fe²⁺,,Equal of all,,3
"Given HNO₃ + Zn → Zn(NO₃)₂ + NO + H₂O. In the above reaction, the eq. wt. of HNO₃ is",,Chemistry,Redox Reaction,Equivalent Weight,1,Medium,M/1,,M/3,,both,,none,,2
The positive ions in sea of free electrons is,,Chemistry,Solid State,Metallic Bonding,1,Easy,Kernel,,Ozisi,,Kettnel,,Mobile metals,,4
pOH of 10⁻⁶ M KOH is,,Chemistry,Ionic Equilibrium,pH/pOH,1,Medium,6,,8,,6.95,,7.05,,3
"In the ring test of NO₂⁻ ion, the FeSO₄ gets converted into",,Chemistry,Qualitative Analysis,Ring Test,1,Medium,FeSO₄.NO,,Fe₂(SO₄)₃,,Both,,None,,3
"The wolframite (Fe, Mn, WO₄) i.e. impurity present in ore of tin (i.e. SnO₂), is removed by the concentration process called",,Chemistry,Metallurgy,Ore Concentration,1,Medium,Froth floatation,,Gravity separation,,Leaching,,Magnetic separation,,4
Which of the following acid is strongest?,,Chemistry,Organic Chemistry,Acid Strength,1,Medium,CH₃COOH,,CH₃ClCOOH,,CH₂ClCOOH,,CCl₃COOH,,4
The major product formed on heating alkyl iodide with alc. AgNO₃ is,,Chemistry,Organic Chemistry,Reaction with AgNO₃,1,Medium,Nitroalkane,,Alkyl nitrite,,Oxide,,Alkene,,4
Markovnikov's addition to alkene is an example of,,Chemistry,Organic Chemistry,Addition Reaction,1,Medium,electrophilic addition,,nucleophilic addition,,free radical addition,,none,,1
Benzene on treating with ethanol chloride in presence of AlCl₃ gives,,Chemistry,Organic Chemistry,Friedel–Crafts Reaction,1,Medium,Acetophenone,,Toluene,,Chlorobenzene,,Ethylbenzene,,1
Which of the reaction represents Lane’s process of manufacture of hydrogen?,,Chemistry,Hydrogen,Industrial Preparation,1,Medium,3Fe + 4H₂O → Fe₃O₄ + 4H₂,,CaH₂ + 2H₂O → Ca(OH)₂ + 2H₂,,Ca + 2H₂O → Ca(OH)₂ + H₂,,2Al + 2NaOH + 2H₂O → 2NaAlO₂ + 3H₂,,1
The total possible isomers (structural) of butylene is,,Chemistry,Organic Chemistry,Isomerism,1,Medium,3,,5,,4,,6,,3
question_text,question_image_url,course_name,chapter,Topic,marks,difficulty,option_1,option_1_image_url,option_2,option_2_image_url,option_3,option_3_image_url,option_4,option_4_image_url,answer_option_number
The total possible isomers (structural) for C₅H₁₂O is,,Chemistry,Organic Chemistry,Isomerism,1,Medium,11,,12,,13,,14,,2
Let f: ℝ → ℝ be defined by f(x) = 3x – 4 then f⁻¹(5) =,,Mathematics,Functions,Inverse Function,1,Easy,2,,3,,9,,11,,1
If y = logₑ(sinx) then dy/dx =,,Mathematics,Calculus,Differentiation,1,Medium,2cotx,,√e cotx,,1/2 cotx,,1/√e cotx,,3
Let f(2) = 4 and f′(2) = 2 then limₓ→2 (xf(2) – 2f(x)) / (x – 2),,Mathematics,Limits,Differentiability,1,Hard,–2,,4,,–4,,2,,1
Number of distinct terms in the expansion of (1 + 2x + x²)²⁰ is,,Mathematics,Binomial Theorem,Expansion,1,Medium,21,,40,,41,,231,,3
The area of ∆ made by the line xcosα + ysinα = p with co-ordinate axes is,,Mathematics,Coordinate Geometry,Area,1,Medium,2p² /,sin2α,,,p² /,sin2α,,,p /
If A and B are square matrices of order 3 such that,A,#ERROR!,B,#ERROR!,3AB,#ERROR!,,Mathematics,Matrices,Determinants,1,Medium,–9,,–27
∫ (cotx / √sinx) dx =,,Mathematics,Calculus,Integration,1,Hard,2√sinx + c,,1 / 2√sinx + c,,2 / √sinx + c,,√sinx + c,,1
The centre of the ellipse ((x + y – 2)²)/16 + ((x – y)²)/9 = 1 is,,Mathematics,Conic Section,Ellipse,1,Medium,"(0, 0)",,"(1/2, 1/2)",,"(1, 1)",,"(–1, 1)",,2
"If the diagonals of a parallelogram are represented by the vectors a and b, then area of parallelogram is given by",,Mathematics,Vectors,Area,1,Medium,,a × b,,,1/2,a × b,,,2
The inradius in an equilateral triangle of side 2cm is,,Mathematics,Geometry,Triangle Properties,1,Easy,1 / √3,,2 / √3,,4 / √3,,√3,,1
Which of the following is identity law,,Mathematics,Sets,Set Theory,1,Easy,A ∪ ϕ = A,,A ∪ B = B ∪ A,,(A̅)̅ = A,,A ∪ B = A ∩ B,,1
limₓ→0 (tanx / x) equals,,Mathematics,Limits,Trig Limits,1,Easy,1,,2,,0,,Does not exist,,1
The function f(x) = tan⁻¹x is,,Mathematics,Functions,Increasing/Decreasing,1,Easy,Strictly increasing,,Strictly decreasing,,Neither increasing nor decreasing,,Differentiable nowhere,,1
∫ (x³ + x² + 1) / (x⁴ + x² + 1) dx =,,Mathematics,Calculus,Integration,1,Hard,x³ + tan⁻¹x + c,,x / 3 + tan⁻¹x + c,,x⁴ / 4 + tan⁻¹x + c,,x³ / 3 + cot⁻¹x + c,,2
If the planes kx + y + 2 + 3 = 0 and 3x – y + 2z + 1 = 0 are perpendicular then k =,,Mathematics,3D Geometry,Planes,1,Medium,1,,2,,–3,,4,,3
question_text,question_image_url,course_name,chapter,Topic,marks,difficulty,option_1,option_1_image_url,option_2,option_2_image_url,option_3,option_3_image_url,option_4,option_4_image_url,answer_option_number
"A bag contains 9 red, 7 white and 4 black balls. A ball is drawn at random. What is the probability of drawing a white ball?",,Mathematics,Probability,Basic Probability,1,Easy,9/20,,7/20,,3/10,,1/10,,2
If x and y are independent variables and u = a + b and v = cx + d then r_uv =,,Mathematics,Statistics,Correlation,1,Medium,a/c,,1,,0,,–1,,2
sec⁻¹(–x) =,,Mathematics,Trigonometry,Inverse Trig Functions,1,Medium,sec⁻¹x,,π – sec⁻¹x,,–sec⁻¹x,,π + sec⁻¹x,,2
If n G.M.’s are inserted between a and b then product of n G.M.’s is equal to,,Mathematics,Sequences and Series,Geometric Mean,1,Medium,ab,,√ab,,(√ab)ⁿ,,√ab / n,,3
"Both roots of the equation ax² + bx + c = 0, (a ≠ 0) are zero is",,Mathematics,Quadratic Equations,Root Condition,1,Medium,"b = 0, c = 0",,"b = 0, c ≠ 0",,"c = 0, b ≠ 0",,"b ≠ 0, c = 0",,1
The phonemic transcription of ‘deaden’ is,,English,Phonetics,Transcription,1,Medium,/dedn/,,/dedæn/,,/dedən/,,/deedn/,,3
The word ‘divorce’ has its primary stress on the … syllable.,,English,Phonetics,Stress,1,Medium,1st,,2nd,,3rd,,All of these,,2
I was kept waiting … 5 o’clock.,,English,Grammar,Preposition,1,Easy,till,,by,,at,,in,,1
Five and five … ten.,,English,Grammar,Subject-Verb Agreement,1,Easy,make,,makes,,made,,making,,2
I ate four …,,English,Vocabulary,Countable Noun,1,Easy,breads,,loaves,,pieces,,parts,,2
Appease:,,English,Vocabulary,Synonym,1,Easy,pacify,,quiet,,soothe,,all of these,,4
Murdering one’s father is:,,English,Vocabulary,Word Meaning,1,Easy,regicide,,patricide,,fratricide,,homicide,,2
He plays … violin.,,English,Grammar,Articles,1,Easy,a,,the,,an,,some,,2
I … for hours.,,English,Grammar,Tense,1,Easy,have sleep,,had slept,,slept,,sleep,,2
I saw him … the race.,,English,Grammar,Verb Forms,1,Medium,run,,to win,,having won,,wins,,1
Choose the correct sentence:,,English,Grammar,Sentence Correction,1,Medium,He informed that everybody had gone against him.,,He informed me that everybody had gone against him.,,He informed that everybody went against him.,,He informed me that everybody went against him.,,2
The passive form of ‘Help the needy.’,,English,Grammar,Voice,1,Easy,Let the needy be helped.,,The needy should be helped.,,The needy be helped.,,Both (b) and (c),,4
question_text,question_image_url,course_name,chapter,Topic,marks,difficulty,option_1,option_1_image_url,option_2,option_2_image_url,option_3,option_3_image_url,option_4,option_4_image_url,answer_option_number
A body of mass 60kg is dragged with just enough force to start moving on a rough surface with coefficient of static & kinetic friction 0.5 and 0.4 respectively. On applying same force the acceleration of body will be,,Physics,Laws of Motion,Friction,1,Medium,1 m/s²,,4 m/s²,,5 m/s²,,10 m/s²,,1
A small ball described a horizontal circle on smooth inner surface of conical funnel. If the height of plane of circle is 10cm above the vertex then speed of particle will be,,Physics,Circular Motion,Conical Surface,1,Medium,1 m/s,,2 m/s,,3 m/s,,4 m/s,,2
Two soap bubbles of radius 3mm & 4mm comes in contact then radius of common interface is,,Physics,Surface Tension,Bubble Interface,1,Medium,1 mm,,3.5 mm,,6 mm,,12 mm,,1
A balloon contains 500 m³ of gas at 27°C temperature and 0.5 atm pressure. The volume of gas at –3°C temperature and 0.5 atm pressure will be,,Physics,Thermodynamics,Gas Laws,1,Medium,700 m³,,900 m³,,1000 m³,,500 m³,,2
Two positive charges 12μC and 8μC are placed at 10cm apart in air. The work done to bring them 4cm closer is,,Physics,Electrostatics,Potential Energy,1,Medium,2.6 J,,3.5 J,,5.8 J,,8 J,,2
The voltmeter records 30V then resistance of voltmeter is (Diagram shown),,Physics,Circuits,Ohm’s Law,1,Medium,1200 Ω,,700 Ω,,400 Ω,,600 Ω,,1
Two concentric circular coils of ten turns each are situated in same plane. Their radii are 20cm & 40cm and they carry current of 0.2A & 0.4A in opposite direction. The magnetic field at centre of coil is,,Physics,Magnetism,Superposition,1,Medium,μ₀ / 80,,7μ₀ / 80,,5μ₀ / 4,,0,,4
A coil of area 100cm² having 50 turns is perpendicular to magnetic field of intensity 0.02T. The resistance of coil is 2Ω and removed in 1s from magnetic field then charge induced is,,Physics,EMI,Faraday’s Law,1,Medium,5c,,0.5c,,0.05c,,0.005c,,2
In Young’s double slit experiment width of fringe formed on screen is 1° for light of 6000Å. The separation between slits is,,Physics,Wave Optics,Interference,1,Medium,1.72×10⁻⁴ m,,8.6×10⁻⁵ m,,3.44×10⁻⁵ m,,6×10⁻⁵ m,,3
The near point and far point of a person are 50cm & 3m. The spectacle required to read newspaper is,,Physics,Optics,Vision Defects,1,Medium,=+2D,,=+3D,,=+0.33D,,#ERROR!,,2
The work function of certain metal is 5.01eV. The photoelectrons are emitted when light of 2000Å fall on it. The potential difference applied to stop the fastest electron is,,Physics,Photoelectric Effect,Work Function,1,Medium,1.2 V,,2.24 V,,2.4 V,,4.8 V,,2
A radioactive source ‘X’ has half life 1.73×10³ years. It decay to stable element ‘Y’. The ratio of atom of X & Y is found 1:7 in a sample then age of rock is,,Physics,Radioactivity,Decay Law,1,Medium,1.59×10³ years,,9.5×10³ years,,5.2×10³ years,,5.2×10⁴ years,,3
2.1gm of metal carbonate on heating gave 0.56 litre of CO₂ gas at NTP. The eq. wt. of metal would be,,Chemistry,Stoichiometry,Equivalent Weight,1,Medium,20,,12,,9,,32.5,,1
Time required to decompose 22.4 litre of water completely using 50 amp. current is,,Chemistry,Electrochemistry,Faraday’s Law,1,Medium,1.07 hr,,1.37 yr,,2.14 hr,,2.76 yr,,3
question_text,question_image_url,course_name,chapter,Topic,marks,difficulty,option_1,option_1_image_url,option_2,option_2_image_url,option_3,option_3_image_url,option_4,option_4_image_url,answer_option_number
0.84 gm of a solid of molecular wt. 150 was dissolved in water & made upto 100cc. 25cc of the solution required 28cc of N/10 NaOH for neutralization. The basicity of the acid is,,Chemistry,Acid-Base,Normality & Basicity,1,Medium,1,,2,,3,,4,,2
The gas formed by roasting of galena on passing through chlorine water gets converted into,,Chemistry,Inorganic Chemistry,Metallurgy,1,Medium,SO₃,,H₂SO₄,,H₂SO₃,,S,,2
No. of gm of NaOH required to absorb all CO₂ obtained by combustion of 1.6g of methane is,,Chemistry,Chemical Reactions,Stoichiometry,1,Medium,4g,,8g,,16g,,3.2g,,2
The gas formed by passing NH₃ gas over heated sodium metal is,,Chemistry,Inorganic Chemistry,Ammonia Reactions,1,Medium,NO₂,,N₂H₄,,H₂,,N₂,,2
The current required to litre of H₂ gas at STP by the electrolysis of impure water for 1 sec.,,Chemistry,Electrochemistry,Electrolysis,1,Medium,0.86 A,,1.72 A,,8.6 A,,17.2 A,,2
Which of the following is most basic,,Chemistry,Organic Chemistry,Basicity,1,Medium,C₂H₅ – NH₂,,(C₂H₅)₂ – NH₂,,NH₃,,Aniline,,2
Karl Pearson’s coefficient of Skewness of a distribution is 0.5. Mean and mode of distribution are 45 and 36 then the standard deviation is,,Mathematics,Statistics,Skewness,1,Medium,15,,22,,18,,27,,1
If f(x) = logₑ(logₑx) then f′(x) at x = e is,,Mathematics,Calculus,Derivatives,1,Medium,0,,e,,1/e,,e²,,3
The point on the curve 4y² – 4y + 2x – 1 = 0 at which the tangent becomes parallel to y-axis is,,Mathematics,Calculus,Tangents,1,Medium,"(1, 1/2)",,"(1/2, 1)",,"(1, –1/2)",,"(1/2, 0)",,3
∫ 1/f(x) dx = log(f(x))² + c then f(x) is equal to,,Mathematics,Calculus,Integration,1,Medium,2x + α,,x/2 + α,,x + α,,x² + α,,3
∫ dx / (x² + 2x + 2) =,,Mathematics,Calculus,Standard Integrals,1,Medium,–1,,α,,π/2,,π/4,,4
The value of k for which the planes 3x – 6y – 2z = 7 and 2x + y – kz = 5 are perpendicular to each other is,,Mathematics,3D Geometry,Planes,1,Medium,0,,1,,2,,3,,4
A card is drawn from a well shuffled pack of cards. The probability of getting a queen of club or king of heart is,,Mathematics,Probability,Basic Probability,1,Easy,1/52,,26,,1/2,,3/52,,4
If z = cosθ + i sinθ then (1 + z) / (1 – z) =,,Mathematics,Complex Numbers,Euler's Formula,1,Hard,tan(θ/2),,cot(θ/2),,–cot(θ/2),,–tan(θ/2),,4
"The pair of lines joining origin to points of intersection of the curve x² + y² = 4 and line y + x + c are at right angle, then c =",,Mathematics,Coordinate Geometry,Pair of Lines,1,Medium,±√2,,±2√2,,2,,4,,2
"The fifth term of H.P. 2, 1, 2/3, 1/2, 1/3 will be",,Mathematics,Sequences and Series,Harmonic Progression,1,Medium,1/5,,1/3,,1/10,,10,,3
question_text,question_image_url,course_name,chapter,Topic,marks,difficulty,option_1,option_1_image_url,option_2,option_2_image_url,option_3,option_3_image_url,option_4,option_4_image_url,answer_option_number
Number of arrangements of the letters of the word 'MONDAY' which starts with 'M' and do not end with 'Y',,Mathematics,Permutation and Combination,Word Arrangements,1,Medium,120,,600,,96,,24,,3
If sin²θ – 2cosθ + 1/4 = 0 then θ =,,Mathematics,Trigonometry,Trig Equations,1,Hard,nπ ± π/3,,2nπ ± π/3,,2nπ ± π/6,,nπ ± π/6,,1
"For what value of λ are the vectors 2i – j + k, i + 2j – 3k, 3i + λj + 5k coplanar?",,Mathematics,Vectors,Coplanarity,1,Medium,–4,,–3,,4,,2,,2
"The value of k so that the point (1, 2) lies outside the circle x² + y² – 2x – y² = k is",,Mathematics,Coordinate Geometry,Circles,1,Medium,"(–∞, 5)",,"(5, ∞)",,"(0, 5)",,"(1, 5)",,2
Solution of the differential equation dy/dx = y/x is,,Mathematics,Calculus,Differential Equation,1,Medium,x²y = c,,xy = c,,xy² = c,,log(xy) = c,,2
In ancient times the teaching profession was,,English,Reading Comprehension,Inference,1,Medium,reserved for the upper class,,reserved for the privileged few,,open to all,,limited to a highly skilled minority,,4
What has transformed teaching into an important branch of public service?,,English,Reading Comprehension,Fact-based,1,Medium,teaching skills,,technical developments,,utilitarian philosophy,,the demand of the employing industry,,3
The modern teacher is not able to follow the ideals of his predecessors because,,English,Reading Comprehension,Reasoning,1,Medium,of tremendous advancement in professional skills,,of social and financial constraints,,the students are not serious about studies,,the modern teacher has more interest in politics than in academic activity,,2
The author seems to,,English,Reading Comprehension,Author's View,1,Medium,be against the current trend in the teaching profession,,approve the recent developments in the mode of teaching,,be a traditionalist in his view,,consider education as a part of publication service,,3
question_text,question_image_url,course_name,chapter,Topic,marks,difficulty,option_1,option_1_image_url,option_2,option_2_image_url,option_3,option_3_image_url,option_4,option_4_image_url,answer_option_number
Two bodies of mass m₁ and m₂ are dropped from two different heights 'a' & 'b' then the ratio of time taken by them to reach the ground is,,Physics,Motion,Free fall,1,Easy,a : b,,b : a,,√(a/b),,√(b/a),,3
A sphere and a cube of same material and same surface area are placed in the same space successively after they are heated to same temperature. The ratio of their initial rate of loss of heat will be,,Physics,Heat,Radiation,1,Medium,1 : 1,,√(π/6),,√(π/3),,√(3/π),,4
In a given process on an ideal gas dw = 0 and dQ < 0 then for the gas,,Physics,Thermo,First Law,1,Easy,Temperature will decreases,,Volume will increases,,Pressure remain constant,,Temperature will increases,,1
